,Driver,Position,Stint,Compound,LapNumber,LapTime,TyreLife,LapTimeSeconds,FullName,Color,CumulativeLapTime,SmallestCumulativeLapTime,IntervalToLeader,NormalizedIntervalToLeader
336,PIA,5.0,3.0,MEDIUM,57.0,0 days 00:01:25.347000,18.0,85.347,oscar piastri,#ff8700,4858.157,4824.5869999999995,33.57000000000062,1.006958108538617
337,PIA,5.0,3.0,MEDIUM,58.0,0 days 00:01:24.464000,19.0,84.464,oscar piastri,#ff8700,4942.621,4907.237,35.384000000000015,1.0072105749121145
338,PIA,5.0,3.0,MEDIUM,59.0,0 days 00:01:23.748000,20.0,83.748,oscar piastri,#ff8700,5026.369,4989.117,37.2519999999995,1.0074666519145572
339,PIA,5.0,3.0,MEDIUM,60.0,0 days 00:01:23.653000,21.0,83.653,oscar piastri,#ff8700,5110.022,5070.671,39.35099999999966,1.007760511380052
340,PIA,5.0,3.0,MEDIUM,61.0,0 days 00:01:23.747000,22.0,83.747,oscar piastri,#ff8700,5193.769,5152.191,41.57800000000043,1.0080699647975009
341,PIA,5.0,3.0,MEDIUM,62.0,0 days 00:01:23.802000,23.0,83.802,oscar piastri,#ff8700,5277.571,5233.884,43.6869999999999,1.0083469561037273
342,PIA,5.0,3.0,MEDIUM,63.0,0 days 00:01:23.895000,24.0,83.895,oscar piastri,#ff8700,5361.466,5315.656,45.8100000000004,1.0086179391593437
343,PIA,5.0,3.0,MEDIUM,64.0,0 days 00:01:23.815000,25.0,83.815,oscar piastri,#ff8700,5445.281,5397.778,47.5029999999997,1.008800473083554
344,PIA,5.0,3.0,MEDIUM,65.0,0 days 00:01:23.991000,26.0,83.991,oscar piastri,#ff8700,5529.272,5480.001,49.27099999999973,1.0089910567534568
345,PIA,5.0,3.0,MEDIUM,66.0,0 days 00:01:23.787000,27.0,83.787,oscar piastri,#ff8700,5613.059,5561.942,51.11700000000019,1.0091904949745971
346,PIA,5.0,3.0,MEDIUM,67.0,0 days 00:01:24.053000,28.0,84.053,oscar piastri,#ff8700,5697.112,5643.696,53.41600000000017,1.0094647195738395
347,PIA,5.0,3.0,MEDIUM,68.0,0 days 00:01:25.152000,29.0,85.152,oscar piastri,#ff8700,5782.264,5725.22,57.04399999999987,1.0099636345852212
348,PIA,5.0,3.0,MEDIUM,69.0,0 days 00:01:24.439000,30.0,84.439,oscar piastri,#ff8700,5866.703,5806.4,60.30300000000079,1.010385608983191
349,PIA,5.0,3.0,MEDIUM,70.0,0 days 00:01:24.503000,31.0,84.503,oscar piastri,#ff8700,5951.206,5888.634,62.572000000000116,1.0106258938830297
350,RUS,14.0,1.0,HARD,1.0,0 days 00:01:36.022000,1.0,96.022,george russell,#24ffff,96.022,87.912,8.11,1.0922513422513422
351,RUS,13.0,1.0,HARD,2.0,0 days 00:01:26.772000,2.0,86.772,george russell,#24ffff,182.794,173.06900000000002,9.724999999999994,1.056191461209113
352,RUS,13.0,1.0,HARD,3.0,0 days 00:01:26.837000,3.0,86.837,george russell,#24ffff,269.63100000000003,258.139,11.492000000000019,1.0445186508044118
353,RUS,13.0,1.0,HARD,4.0,0 days 00:01:25.938000,4.0,85.938,george russell,#24ffff,355.569,342.681,12.888000000000034,1.0376093217890692
354,RUS,13.0,1.0,HARD,5.0,0 days 00:01:26.101000,5.0,86.101,george russell,#24ffff,441.67,427.524,14.146000000000015,1.033088200896324
355,RUS,13.0,1.0,HARD,6.0,0 days 00:01:25.839000,6.0,85.839,george russell,#24ffff,527.509,512.12,15.38900000000001,1.0300495977505273
356,RUS,13.0,1.0,HARD,7.0,0 days 00:01:25.840000,7.0,85.84,george russell,#24ffff,613.349,596.607,16.742000000000075,1.028062024079503
357,RUS,13.0,1.0,HARD,8.0,0 days 00:01:26.063000,8.0,86.063,george russell,#24ffff,699.412,681.116,18.29600000000005,1.0268617974030856
358,RUS,10.0,1.0,HARD,9.0,0 days 00:01:26.266000,9.0,86.266,george russell,#24ffff,785.678,765.553,20.125,1.0262881864482276
359,RUS,10.0,1.0,HARD,10.0,0 days 00:01:25.234000,10.0,85.234,george russell,#24ffff,870.912,849.958,20.954000000000065,1.0246529828532704
360,RUS,10.0,1.0,HARD,11.0,0 days 00:01:25.695000,11.0,85.695,george russell,#24ffff,956.607,934.42,22.187000000000012,1.023744140750412
361,RUS,10.0,1.0,HARD,12.0,0 days 00:01:25.996000,12.0,85.996,george russell,#24ffff,1042.603,1018.726,23.877000000000066,1.0234380981736013
362,RUS,10.0,1.0,HARD,13.0,0 days 00:01:25.968000,13.0,85.968,george russell,#24ffff,1128.571,1103.081,25.49000000000001,1.023108003854658
363,RUS,10.0,1.0,HARD,14.0,0 days 00:01:25.846000,14.0,85.846,george russell,#24ffff,1214.417,1187.282,27.13499999999999,1.0228547219615896
364,RUS,10.0,1.0,HARD,15.0,0 days 00:01:25.760000,15.0,85.76,george russell,#24ffff,1300.1770000000001,1271.403,28.774000000000115,1.0226316911317654
365,RUS,8.0,1.0,HARD,16.0,0 days 00:01:25.268000,16.0,85.268,george russell,#24ffff,1385.445,1355.776,29.66899999999987,1.0218834084686554
366,RUS,7.0,1.0,HARD,17.0,0 days 00:01:25.215000,17.0,85.215,george russell,#24ffff,1470.66,1439.99,30.670000000000073,1.02129875901916
367,RUS,6.0,1.0,HARD,18.0,0 days 00:01:25.925000,18.0,85.925,george russell,#24ffff,1556.585,1524.185,32.40000000000009,1.0212572620777662
368,RUS,6.0,1.0,HARD,19.0,0 days 00:01:25.423000,19.0,85.423,george russell,#24ffff,1642.008,1608.581,33.427000000000135,1.0207804269725926
369,RUS,6.0,1.0,HARD,20.0,0 days 00:01:25.267000,20.0,85.267,george russell,#24ffff,1727.275,1692.646,34.62900000000013,1.020458501068741
370,RUS,5.0,1.0,HARD,21.0,0 days 00:01:25.405000,21.0,85.405,george russell,#24ffff,1812.68,1776.658,36.02200000000016,1.0202751458074655
371,RUS,5.0,1.0,HARD,22.0,0 days 00:01:25.328000,22.0,85.328,george russell,#24ffff,1898.008,1861.018,36.99000000000001,1.019876218284831
372,RUS,5.0,1.0,HARD,23.0,0 days 00:01:25.262000,23.0,85.262,george russell,#24ffff,1983.27,1948.1689999999999,35.10100000000011,1.0180174307259793
373,RUS,5.0,1.0,HARD,24.0,0 days 00:01:25.017000,24.0,85.017,george russell,#24ffff,2068.287,2050.176,18.110999999999876,1.0088338757257913
374,RUS,5.0,1.0,HARD,25.0,0 days 00:01:27.622000,25.0,87.622,george russell,#24ffff,2155.909,2133.953,21.95600000000013,1.0102888864000286
375,RUS,5.0,1.0,HARD,26.0,0 days 00:01:25.561000,26.0,85.561,george russell,#24ffff,2241.4700000000003,2217.67,23.800000000000182,1.0107319844701872
376,RUS,5.0,1.0,HARD,27.0,0 days 00:01:25.798000,27.0,85.798,george russell,#24ffff,2327.268,2301.306,25.96199999999999,1.0112814202022677
377,RUS,8.0,1.0,HARD,28.0,0 days 00:01:29.289000,28.0,89.289,george russell,#24ffff,2416.5570000000002,2384.993,31.564000000000306,1.0132344203945254
378,RUS,14.0,2.0,MEDIUM,29.0,0 days 00:01:43.607000,1.0,103.607,george russell,#24ffff,2520.164,2468.755,51.409000000000106,1.020823856559278
379,RUS,13.0,2.0,MEDIUM,30.0,0 days 00:01:24.376000,2.0,84.376,george russell,#24ffff,2604.54,2552.379,52.16100000000006,1.0204362283187567
380,RUS,11.0,2.0,MEDIUM,31.0,0 days 00:01:23.240000,3.0,83.24,george russell,#24ffff,2687.78,2635.969,51.81100000000015,1.019655390484486
381,RUS,11.0,2.0,MEDIUM,32.0,0 days 00:01:23.014000,4.0,83.014,george russell,#24ffff,2770.794,2719.261,51.5329999999999,1.0189511047302926
382,RUS,11.0,2.0,MEDIUM,33.0,0 days 00:01:23.740000,5.0,83.74,george russell,#24ffff,2854.534,2802.784,51.75,1.0184637845799034
383,RUS,11.0,2.0,MEDIUM,34.0,0 days 00:01:24.392000,6.0,84.392,george russell,#24ffff,2938.926,2886.291,52.63499999999976,1.0182362069521056
384,RUS,9.0,2.0,MEDIUM,35.0,0 days 00:01:23.628000,7.0,83.628,george russell,#24ffff,3022.554,2969.78,52.77399999999989,1.017770339890497
385,RUS,9.0,2.0,MEDIUM,36.0,0 days 00:01:23.573000,8.0,83.573,george russell,#24ffff,3106.127,3053.065,53.0619999999999,1.0173799116625424
386,RUS,9.0,2.0,MEDIUM,37.0,0 days 00:01:23.605000,9.0,83.605,george russell,#24ffff,3189.732,3136.315,53.416999999999916,1.0170317713622514
387,RUS,9.0,2.0,MEDIUM,38.0,0 days 00:01:23.861000,10.0,83.861,george russell,#24ffff,3273.593,3219.785,53.80799999999999,1.0167116748478549
388,RUS,9.0,2.0,MEDIUM,39.0,0 days 00:01:23.957000,11.0,83.957,george russell,#24ffff,3357.55,3303.928,53.6220000000003,1.0162297725616298
389,RUS,9.0,2.0,MEDIUM,40.0,0 days 00:01:23.900000,12.0,83.9,george russell,#24ffff,3441.45,3387.633,53.81700000000001,1.0158863135410476
390,RUS,9.0,2.0,MEDIUM,41.0,0 days 00:01:24.150000,13.0,84.15,george russell,#24ffff,3525.6,3470.656,54.94399999999996,1.0158310129266628
391,RUS,9.0,2.0,MEDIUM,42.0,0 days 00:01:24.122000,14.0,84.122,george russell,#24ffff,3609.722,3553.965,55.75700000000006,1.0156886744804747
392,RUS,8.0,2.0,MEDIUM,43.0,0 days 00:01:23.697000,15.0,83.697,george russell,#24ffff,3693.419,3637.303,56.115999999999985,1.015427914583965
393,RUS,7.0,2.0,MEDIUM,44.0,0 days 00:01:23.289000,16.0,83.289,george russell,#24ffff,3776.708,3721.075,55.633000000000266,1.0149507870709407
394,RUS,6.0,2.0,MEDIUM,45.0,0 days 00:01:23.485000,17.0,83.485,george russell,#24ffff,3860.193,3805.005,55.1880000000001,1.0145040545281807
395,RUS,6.0,2.0,MEDIUM,46.0,0 days 00:01:25.421000,18.0,85.421,george russell,#24ffff,3945.614,3888.644,56.970000000000255,1.014650351124968
396,RUS,8.0,3.0,MEDIUM,47.0,0 days 00:01:39.960000,1.0,99.96,george russell,#24ffff,4045.574,3972.252,73.32200000000012,1.0184585469401237
397,RUS,8.0,3.0,MEDIUM,48.0,0 days 00:01:22.158000,2.0,82.158,george russell,#24ffff,4127.732,4055.739,71.99299999999994,1.01775089570606
398,RUS,8.0,3.0,MEDIUM,49.0,0 days 00:01:22.579000,3.0,82.579,george russell,#24ffff,4210.311,4139.561,70.75,1.0170911843067416
399,RUS,8.0,3.0,MEDIUM,50.0,0 days 00:01:22.338000,4.0,82.338,george russell,#24ffff,4292.649,4223.343,69.3060000000005,1.0164102228968854
400,RUS,8.0,3.0,MEDIUM,51.0,0 days 00:01:22.351000,5.0,82.351,george russell,#24ffff,4375.0,4309.553,65.44700000000012,1.0151864938196606
401,RUS,8.0,3.0,MEDIUM,52.0,0 days 00:01:22.606000,6.0,82.606,george russell,#24ffff,4457.606,4412.276,45.32999999999993,1.0102736093571663
402,RUS,8.0,3.0,MEDIUM,53.0,0 days 00:01:22.628000,7.0,82.628,george russell,#24ffff,4540.234,4492.78,47.45400000000063,1.0105622799246794
403,RUS,8.0,3.0,MEDIUM,54.0,0 days 00:01:22.657000,8.0,82.657,george russell,#24ffff,4622.891,4576.715,46.175999999999476,1.0100893326326852
404,RUS,8.0,3.0,MEDIUM,55.0,0 days 00:01:22.918000,9.0,82.918,george russell,#24ffff,4705.809,4659.562,46.2470000000003,1.009925181808934
405,RUS,8.0,3.0,MEDIUM,56.0,0 days 00:01:22.830000,10.0,82.83,george russell,#24ffff,4788.639,4742.162,46.47699999999986,1.0098008039371071
406,RUS,8.0,3.0,MEDIUM,57.0,0 days 00:01:23.211000,11.0,83.211,george russell,#24ffff,4871.85,4824.5869999999995,47.26300000000083,1.0097962789353785
407,RUS,8.0,3.0,MEDIUM,58.0,0 days 00:01:23.580000,12.0,83.58,george russell,#24ffff,4955.43,4907.237,48.19300000000021,1.0098208014000547
408,RUS,8.0,3.0,MEDIUM,59.0,0 days 00:01:23.295000,13.0,83.295,george russell,#24ffff,5038.725,4989.117,49.608000000000175,1.0099432424615418
409,RUS,8.0,3.0,MEDIUM,60.0,0 days 00:01:23.490000,14.0,83.49,george russell,#24ffff,5122.215,5070.671,51.54399999999987,1.0101651241029046
410,RUS,8.0,3.0,MEDIUM,61.0,0 days 00:01:23.631000,15.0,83.631,george russell,#24ffff,5205.846,5152.191,53.654999999999745,1.0104140160952884
411,RUS,8.0,3.0,MEDIUM,62.0,0 days 00:01:23.328000,16.0,83.328,george russell,#24ffff,5289.174,5233.884,55.289999999999964,1.010563856592924
412,RUS,8.0,3.0,MEDIUM,63.0,0 days 00:01:22.957000,17.0,82.957,george russell,#24ffff,5372.131,5315.656,56.475000000000364,1.0106242766650062
413,RUS,8.0,3.0,MEDIUM,64.0,0 days 00:01:23.723000,18.0,83.723,george russell,#24ffff,5455.854,5397.778,58.07600000000002,1.0107592420436706
414,RUS,7.0,3.0,MEDIUM,65.0,0 days 00:01:22.954000,19.0,82.954,george russell,#24ffff,5538.808,5480.001,58.80699999999979,1.0107312024213133
415,RUS,7.0,3.0,MEDIUM,66.0,0 days 00:01:22.709000,20.0,82.709,george russell,#24ffff,5621.517,5561.942,59.57499999999982,1.010711186848047
416,RUS,7.0,3.0,MEDIUM,67.0,0 days 00:01:22.579000,21.0,82.579,george russell,#24ffff,5704.096,5643.696,60.399999999999636,1.0107022064973024
417,RUS,7.0,3.0,MEDIUM,68.0,0 days 00:01:23.117000,22.0,83.117,george russell,#24ffff,5787.213,5725.22,61.99299999999948,1.0108280555157705
418,RUS,7.0,3.0,MEDIUM,69.0,0 days 00:01:22.992000,23.0,82.992,george russell,#24ffff,5870.205,5806.4,63.80500000000029,1.0109887365665473
419,RUS,7.0,3.0,MEDIUM,70.0,0 days 00:01:24.254000,24.0,84.254,george russell,#24ffff,5954.459,5888.634,65.82499999999982,1.0111783140198558
420,LEC,5.0,1.0,MEDIUM,1.0,0 days 00:01:31.328000,4.0,91.328,charles leclerc,#dc0000,91.328,87.912,3.415999999999997,1.0388570388570388
421,LEC,5.0,1.0,MEDIUM,2.0,0 days 00:01:26.336000,5.0,86.336,charles leclerc,#dc0000,177.664,173.06900000000002,4.59499999999997,1.0265501042936631
422,LEC,5.0,1.0,MEDIUM,3.0,0 days 00:01:25.649000,6.0,85.649,charles leclerc,#dc0000,263.313,258.139,5.173999999999978,1.0200434649549273
423,LEC,5.0,1.0,MEDIUM,4.0,0 days 00:01:25.239000,7.0,85.239,charles leclerc,#dc0000,348.552,342.681,5.871000000000038,1.0171325518485124
424,LEC,5.0,1.0,MEDIUM,5.0,0 days 00:01:25.212000,8.0,85.212,charles leclerc,#dc0000,433.764,427.524,6.240000000000009,1.0145956718219329
425,LEC,5.0,1.0,MEDIUM,6.0,0 days 00:01:25.092000,9.0,85.092,charles leclerc,#dc0000,518.856,512.12,6.73599999999999,1.0131531672264313
426,LEC,5.0,1.0,MEDIUM,7.0,0 days 00:01:25.140000,10.0,85.14,charles leclerc,#dc0000,603.996,596.607,7.38900000000001,1.0123850373864203
427,LEC,5.0,1.0,MEDIUM,8.0,0 days 00:01:25.465000,11.0,85.465,charles leclerc,#dc0000,689.461,681.116,8.345000000000027,1.0122519512094856
428,LEC,5.0,1.0,MEDIUM,9.0,0 days 00:01:25.269000,12.0,85.269,charles leclerc,#dc0000,774.73,765.553,9.177000000000021,1.0119874130203919
429,LEC,5.0,1.0,MEDIUM,10.0,0 days 00:01:25.052000,13.0,85.052,charles leclerc,#dc0000,859.782,849.958,9.82400000000007,1.0115582181707803
430,LEC,5.0,1.0,MEDIUM,11.0,0 days 00:01:25.061000,14.0,85.061,charles leclerc,#dc0000,944.8430000000001,934.42,10.423000000000116,1.011154512959911
431,LEC,5.0,1.0,MEDIUM,12.0,0 days 00:01:25.236000,15.0,85.236,charles leclerc,#dc0000,1030.079,1018.726,11.352999999999952,1.0111443116205927
432,LEC,5.0,1.0,MEDIUM,13.0,0 days 00:01:25.324000,16.0,85.324,charles leclerc,#dc0000,1115.403,1103.081,12.322000000000116,1.011170530541275
433,LEC,5.0,1.0,MEDIUM,14.0,0 days 00:01:25.675000,17.0,85.675,charles leclerc,#dc0000,1201.078,1187.282,13.79600000000005,1.0116198173643667
434,LEC,5.0,1.0,MEDIUM,15.0,0 days 00:01:25.561000,18.0,85.561,charles leclerc,#dc0000,1286.6390000000001,1271.403,15.236000000000104,1.0119836118052263
435,LEC,5.0,1.0,MEDIUM,16.0,0 days 00:01:25.644000,19.0,85.644,charles leclerc,#dc0000,1372.2830000000001,1355.776,16.507000000000062,1.012175315096299
436,LEC,4.0,1.0,MEDIUM,17.0,0 days 00:01:27.426000,20.0,87.426,charles leclerc,#dc0000,1459.709,1439.99,19.71900000000005,1.0136938450961466
437,LEC,11.0,2.0,HARD,18.0,0 days 00:01:49.137000,1.0,109.137,charles leclerc,#dc0000,1568.846,1524.185,44.66100000000006,1.029301561162195
438,LEC,10.0,2.0,HARD,19.0,0 days 00:01:24.487000,2.0,84.487,charles leclerc,#dc0000,1653.333,1608.581,44.75200000000018,1.0278207936062904
439,LEC,9.0,2.0,HARD,20.0,0 days 00:01:24.375000,3.0,84.375,charles leclerc,#dc0000,1737.708,1692.646,45.062000000000126,1.0266222234300617
440,LEC,8.0,2.0,HARD,21.0,0 days 00:01:24.554000,4.0,84.554,charles leclerc,#dc0000,1822.262,1776.658,45.60400000000004,1.0256684178947215
441,LEC,8.0,2.0,HARD,22.0,0 days 00:01:24.552000,5.0,84.552,charles leclerc,#dc0000,1906.814,1861.018,45.79600000000005,1.0246080371065729
442,LEC,8.0,2.0,HARD,23.0,0 days 00:01:24.415000,6.0,84.415,charles leclerc,#dc0000,1991.229,1948.1689999999999,43.06000000000017,1.022102805249442
443,LEC,8.0,2.0,HARD,24.0,0 days 00:01:24.149000,7.0,84.149,charles leclerc,#dc0000,2075.378,2050.176,25.202000000000226,1.0122926031716302
444,LEC,8.0,2.0,HARD,25.0,0 days 00:01:24.842000,8.0,84.842,charles leclerc,#dc0000,2160.2200000000003,2133.953,26.26700000000028,1.012309080846673
445,LEC,8.0,2.0,HARD,26.0,0 days 00:01:24.605000,9.0,84.605,charles leclerc,#dc0000,2244.8250000000003,2217.67,27.1550000000002,1.01224483354151
446,LEC,8.0,2.0,HARD,27.0,0 days 00:01:25.279000,10.0,85.279,charles leclerc,#dc0000,2330.1040000000003,2301.306,28.79800000000023,1.0125137639236157
447,LEC,7.0,2.0,HARD,28.0,0 days 00:01:25.443000,11.0,85.443,charles leclerc,#dc0000,2415.547,2384.993,30.554000000000087,1.0128109390677458
448,LEC,7.0,2.0,HARD,29.0,0 days 00:01:24.572000,12.0,84.572,charles leclerc,#dc0000,2500.119,2468.755,31.364000000000033,1.0127043793329027
449,LEC,7.0,2.0,HARD,30.0,0 days 00:01:24.383000,13.0,84.383,charles leclerc,#dc0000,2584.502,2552.379,32.12300000000005,1.0125855133583217
450,LEC,7.0,2.0,HARD,31.0,0 days 00:01:24.516000,14.0,84.516,charles leclerc,#dc0000,2669.018,2635.969,33.04899999999998,1.012537704350848
451,LEC,7.0,2.0,HARD,32.0,0 days 00:01:24.565000,15.0,84.565,charles leclerc,#dc0000,2753.583,2719.261,34.322000000000116,1.0126218115877808
452,LEC,7.0,2.0,HARD,33.0,0 days 00:01:24.580000,16.0,84.58,charles leclerc,#dc0000,2838.163,2802.784,35.378999999999905,1.012622806466713
453,LEC,7.0,2.0,HARD,34.0,0 days 00:01:24.608000,17.0,84.608,charles leclerc,#dc0000,2922.771,2886.291,36.48000000000002,1.012639058223859
454,LEC,7.0,2.0,HARD,35.0,0 days 00:01:24.587000,18.0,84.587,charles leclerc,#dc0000,3007.358,2969.78,37.577999999999975,1.0126534625460473
455,LEC,7.0,2.0,HARD,36.0,0 days 00:01:24.508000,19.0,84.508,charles leclerc,#dc0000,3091.866,3053.065,38.80099999999993,1.0127088679736593
456,LEC,7.0,2.0,HARD,37.0,0 days 00:01:24.694000,20.0,84.694,charles leclerc,#dc0000,3176.56,3136.315,40.24499999999989,1.0128319381184607
457,LEC,7.0,2.0,HARD,38.0,0 days 00:01:24.937000,21.0,84.937,charles leclerc,#dc0000,3261.497,3219.785,41.71199999999999,1.012954902268319
458,LEC,7.0,2.0,HARD,39.0,0 days 00:01:24.955000,22.0,84.955,charles leclerc,#dc0000,3346.452,3303.928,42.52400000000034,1.012870740524612
459,LEC,7.0,2.0,HARD,40.0,0 days 00:01:25.150000,23.0,85.15,charles leclerc,#dc0000,3431.602,3387.633,43.96900000000005,1.0129792690058221
460,LEC,7.0,2.0,HARD,41.0,0 days 00:01:24.654000,24.0,84.654,charles leclerc,#dc0000,3516.256,3470.656,45.59999999999991,1.013138726511645
461,LEC,7.0,2.0,HARD,42.0,0 days 00:01:24.625000,25.0,84.625,charles leclerc,#dc0000,3600.881,3553.965,46.91599999999971,1.0132010303984422
462,LEC,7.0,2.0,HARD,43.0,0 days 00:01:26.750000,26.0,86.75,charles leclerc,#dc0000,3687.631,3637.303,50.327999999999975,1.013836625653678
463,LEC,8.0,3.0,HARD,44.0,0 days 00:01:39.627000,5.0,99.627,charles leclerc,#dc0000,3787.2580000000003,3721.075,66.18300000000045,1.0177859892638552
464,LEC,7.0,3.0,HARD,45.0,0 days 00:01:23.573000,6.0,83.573,charles leclerc,#dc0000,3870.831,3805.005,65.82600000000002,1.0172998458609122
465,LEC,7.0,3.0,HARD,46.0,0 days 00:01:22.999000,7.0,82.999,charles leclerc,#dc0000,3953.83,3888.644,65.18600000000015,1.0167631698864694
466,LEC,6.0,3.0,HARD,47.0,0 days 00:01:22.820000,8.0,82.82,charles leclerc,#dc0000,4036.65,3972.252,64.39800000000014,1.0162119623830512
467,LEC,6.0,3.0,HARD,48.0,0 days 00:01:22.573000,9.0,82.573,charles leclerc,#dc0000,4119.223,4055.739,63.483999999999924,1.0156528810162586
468,LEC,6.0,3.0,HARD,49.0,0 days 00:01:22.551000,10.0,82.551,charles leclerc,#dc0000,4201.774,4139.561,62.21300000000065,1.01502888832898
469,LEC,6.0,3.0,HARD,50.0,0 days 00:01:22.469000,11.0,82.469,charles leclerc,#dc0000,4284.243,4223.343,60.900000000000546,1.0144198564975662
470,LEC,6.0,3.0,HARD,51.0,0 days 00:01:22.529000,12.0,82.529,charles leclerc,#dc0000,4366.772,4309.553,57.21900000000005,1.0132772470833982
471,LEC,6.0,3.0,HARD,52.0,0 days 00:01:22.693000,13.0,82.693,charles leclerc,#dc0000,4449.465,4412.276,37.189000000000306,1.0084285298562465
472,LEC,6.0,3.0,HARD,53.0,0 days 00:01:22.871000,14.0,82.871,charles leclerc,#dc0000,4532.336,4492.78,39.556000000000495,1.0088043483099551
473,LEC,6.0,3.0,HARD,54.0,0 days 00:01:22.814000,15.0,82.814,charles leclerc,#dc0000,4615.15,4576.715,38.43499999999949,1.0083979448141296
474,LEC,6.0,3.0,HARD,55.0,0 days 00:01:22.672000,16.0,82.672,charles leclerc,#dc0000,4697.822,4659.562,38.26000000000022,1.0082110721994901
475,LEC,6.0,3.0,HARD,56.0,0 days 00:01:23.016000,17.0,83.016,charles leclerc,#dc0000,4780.838,4742.162,38.675999999999476,1.008155773674539
476,LEC,6.0,3.0,HARD,57.0,0 days 00:01:23.605000,18.0,83.605,charles leclerc,#dc0000,4864.443,4824.5869999999995,39.85600000000068,1.0082610179897264
477,LEC,6.0,3.0,HARD,58.0,0 days 00:01:23.635000,19.0,83.635,charles leclerc,#dc0000,4948.078,4907.237,40.84100000000035,1.008322605979699
478,LEC,6.0,3.0,HARD,59.0,0 days 00:01:23.670000,20.0,83.67,charles leclerc,#dc0000,5031.748,4989.117,42.6309999999994,1.0085447986086515
479,LEC,6.0,3.0,HARD,60.0,0 days 00:01:23.418000,21.0,83.418,charles leclerc,#dc0000,5115.166,5070.671,44.49499999999989,1.0087749727797366
480,LEC,6.0,3.0,HARD,61.0,0 days 00:01:23.665000,22.0,83.665,charles leclerc,#dc0000,5198.831,5152.191,46.64000000000033,1.0090524594293961
481,LEC,6.0,3.0,HARD,62.0,0 days 00:01:23.169000,23.0,83.169,charles leclerc,#dc0000,5282.0,5233.884,48.115999999999985,1.0091931727948116
482,LEC,6.0,3.0,HARD,63.0,0 days 00:01:23.572000,24.0,83.572,charles leclerc,#dc0000,5365.572,5315.656,49.91600000000017,1.0093903743959354
483,LEC,6.0,3.0,HARD,64.0,0 days 00:01:23.977000,25.0,83.977,charles leclerc,#dc0000,5449.549,5397.778,51.77099999999973,1.0095911688105734
484,LEC,6.0,3.0,HARD,65.0,0 days 00:01:23.939000,26.0,83.939,charles leclerc,#dc0000,5533.488,5480.001,53.48700000000008,1.0097603996787592
485,LEC,6.0,3.0,HARD,66.0,0 days 00:01:23.483000,27.0,83.483,charles leclerc,#dc0000,5616.9710000000005,5561.942,55.02900000000045,1.009893846429898
486,LEC,6.0,3.0,HARD,67.0,0 days 00:01:23.813000,28.0,83.813,charles leclerc,#dc0000,5700.784,5643.696,57.08799999999974,1.0101153570284438
487,LEC,6.0,3.0,HARD,68.0,0 days 00:01:24.396000,29.0,84.396,charles leclerc,#dc0000,5785.18,5725.22,59.960000000000036,1.0104729599910571
488,LEC,6.0,3.0,HARD,69.0,0 days 00:01:24.320000,30.0,84.32,charles leclerc,#dc0000,5869.5,5806.4,63.100000000000364,1.0108673188206119
489,LEC,6.0,3.0,HARD,70.0,0 days 00:01:24.451000,31.0,84.451,charles leclerc,#dc0000,5953.951,5888.634,65.31700000000001,1.011092046134978
490,SAI,6.0,1.0,SOFT,1.0,0 days 00:01:31.784000,1.0,91.784,carlos sainz,#ff8181,91.784,87.912,3.872,1.044044044044044
491,SAI,6.0,1.0,SOFT,2.0,0 days 00:01:26.230000,2.0,86.23,carlos sainz,#ff8181,178.014,173.06900000000002,4.944999999999993,1.0285724190929628
492,SAI,6.0,1.0,SOFT,3.0,0 days 00:01:26.062000,3.0,86.062,carlos sainz,#ff8181,264.076,258.139,5.937000000000012,1.0229992368452656
493,SAI,6.0,1.0,SOFT,4.0,0 days 00:01:25.316000,4.0,85.316,carlos sainz,#ff8181,349.392,342.681,6.711000000000013,1.0195838111829953
494,SAI,6.0,1.0,SOFT,5.0,0 days 00:01:25.339000,5.0,85.339,carlos sainz,#ff8181,434.731,427.524,7.206999999999994,1.0168575331443381
495,SAI,6.0,1.0,SOFT,6.0,0 days 00:01:25.416000,6.0,85.416,carlos sainz,#ff8181,520.147,512.12,8.027000000000044,1.0156740607670078
496,SAI,6.0,1.0,SOFT,7.0,0 days 00:01:25.662000,7.0,85.662,carlos sainz,#ff8181,605.809,596.607,9.201999999999998,1.0154238887575908
497,SAI,6.0,1.0,SOFT,8.0,0 days 00:01:25.662000,8.0,85.662,carlos sainz,#ff8181,691.471,681.116,10.355000000000018,1.015202990386366
498,SAI,6.0,1.0,SOFT,9.0,0 days 00:01:25.607000,9.0,85.607,carlos sainz,#ff8181,777.078,765.553,11.524999999999977,1.0150544769597925
499,SAI,6.0,1.0,SOFT,10.0,0 days 00:01:25.254000,10.0,85.254,carlos sainz,#ff8181,862.332,849.958,12.374000000000024,1.0145583664133992
500,SAI,6.0,1.0,SOFT,11.0,0 days 00:01:25.543000,11.0,85.543,carlos sainz,#ff8181,947.875,934.42,13.455000000000041,1.0143993065216927
501,SAI,6.0,1.0,SOFT,12.0,0 days 00:01:25.366000,12.0,85.366,carlos sainz,#ff8181,1033.241,1018.726,14.514999999999986,1.01424818842358
502,SAI,6.0,1.0,SOFT,13.0,0 days 00:01:25.552000,13.0,85.552,carlos sainz,#ff8181,1118.7930000000001,1103.081,15.712000000000216,1.0142437409401488
